id,domain,function_name,task,role,params,algorithm,settings,supabase_tables,rls_policy,edge_function
7096,channel_desktop,tg_channel_func_07096,"Implement channel_desktop workflow #7096",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_5,edge_desktop_07096
7097,channel_offline_sync,tg_channel_func_07097,"Implement channel_offline_sync workflow #7097",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_6,edge_offline_sync_07097
7098,channel_conflict_resolution,tg_channel_func_07098,"Implement channel_conflict_resolution workflow #7098",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_7,edge_conflict_resolution_07098
7099,channel_rate_limits,tg_channel_func_07099,"Implement channel_rate_limits workflow #7099",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_1,edge_rate_limits_07099
7100,channel_abuse_prevention,tg_channel_func_07100,"Implement channel_abuse_prevention workflow #7100",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_2,edge_abuse_prevention_07100
7101,channel_security,tg_channel_func_07101,"Implement channel_security workflow #7101",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_3,edge_security_07101
7102,channel_audit,tg_channel_func_07102,"Implement channel_audit workflow #7102",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_4,edge_audit_07102
7103,channel_compliance,tg_channel_func_07103,"Implement channel_compliance workflow #7103",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_5,edge_compliance_07103
7104,channel_retention,tg_channel_func_07104,"Implement channel_retention workflow #7104",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_6,edge_retention_07104
7105,channel_archiving,tg_channel_func_07105,"Implement channel_archiving workflow #7105",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_7,edge_archiving_07105
7106,channel_backup,tg_channel_func_07106,"Implement channel_backup workflow #7106",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_1,edge_backup_07106
7107,channel_restore,tg_channel_func_07107,"Implement channel_restore workflow #7107",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_2,edge_restore_07107
7108,channel_migrations,tg_channel_func_07108,"Implement channel_migrations workflow #7108",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_3,edge_migrations_07108
7109,channel_schema,tg_channel_func_07109,"Implement channel_schema workflow #7109",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_4,edge_schema_07109
7110,channel_rls,tg_channel_func_07110,"Implement channel_rls workflow #7110",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_5,edge_rls_07110
7111,channel_indexes,tg_channel_func_07111,"Implement channel_indexes workflow #7111",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_6,edge_indexes_07111
7112,channel_realtime,tg_channel_func_07112,"Implement channel_realtime workflow #7112",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_7,edge_realtime_07112
7113,channel_edge_functions,tg_channel_func_07113,"Implement channel_edge_functions workflow #7113",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_1,edge_edge_functions_07113
7114,channel_storage,tg_channel_func_07114,"Implement channel_storage workflow #7114",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_2,edge_storage_07114
7115,channel_cdn,tg_channel_func_07115,"Implement channel_cdn workflow #7115",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_3,edge_cdn_07115
7116,channel_cache,tg_channel_func_07116,"Implement channel_cache workflow #7116",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_4,edge_cache_07116
7117,channel_jobs,tg_channel_func_07117,"Implement channel_jobs workflow #7117",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_5,edge_jobs_07117
7118,channel_queue,tg_channel_func_07118,"Implement channel_queue workflow #7118",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_6,edge_queue_07118
7119,channel_observability,tg_channel_func_07119,"Implement channel_observability workflow #7119",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_7,edge_observability_07119
7120,channel_alerts,tg_channel_func_07120,"Implement channel_alerts workflow #7120",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_1,edge_alerts_07120
7121,channel_slo,tg_channel_func_07121,"Implement channel_slo workflow #7121",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_2,edge_slo_07121
7122,channel_testing,tg_channel_func_07122,"Implement channel_testing workflow #7122",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_3,edge_testing_07122
7123,channel_e2e,tg_channel_func_07123,"Implement channel_e2e workflow #7123",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_4,edge_e2e_07123
7124,channel_load_testing,tg_channel_func_07124,"Implement channel_load_testing workflow #7124",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_5,edge_load_testing_07124
7125,channel_chaos,tg_channel_func_07125,"Implement channel_chaos workflow #7125",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_6,edge_chaos_07125
7126,channel_release,tg_channel_func_07126,"Implement channel_release workflow #7126",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_7,edge_release_07126
7127,channel_feature_flags,tg_channel_func_07127,"Implement channel_feature_flags workflow #7127",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_1,edge_feature_flags_07127
7128,channel_canary,tg_channel_func_07128,"Implement channel_canary workflow #7128",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_2,edge_canary_07128
7129,channel_kill_switch,tg_channel_func_07129,"Implement channel_kill_switch workflow #7129",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_3,edge_kill_switch_07129
7130,channel_support,tg_channel_func_07130,"Implement channel_support workflow #7130",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_4,edge_support_07130
7131,channel_admin_console,tg_channel_func_07131,"Implement channel_admin_console workflow #7131",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_5,edge_admin_console_07131
7132,channel_creator_tools,tg_channel_func_07132,"Implement channel_creator_tools workflow #7132",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_6,edge_creator_tools_07132
7133,channel_branding,tg_channel_func_07133,"Implement channel_branding workflow #7133",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_7,edge_branding_07133
7134,channel_templates,tg_channel_func_07134,"Implement channel_templates workflow #7134",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_1,edge_templates_07134
7135,channel_form_builder,tg_channel_func_07135,"Implement channel_form_builder workflow #7135",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_2,edge_form_builder_07135
7136,channel_payments,tg_channel_func_07136,"Implement channel_payments workflow #7136",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_3,edge_payments_07136
7137,channel_referrals,tg_channel_func_07137,"Implement channel_referrals workflow #7137",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_4,edge_referrals_07137
